Order Date,Customer,Product,Qty,Sales Order,Planned Order,Production Order,Confirmed,Status,Delivery,Invoice,Billing Status,Amount
3/3/2005,Scandinavian Gift Ideas,Motorcycles,45,SO-0725df45,PL-7f5be52a,PO-3c97d29b,TRUE,Shipped,In Transit,INV-2a2d786a,Paid,4500
4/8/2005,"UK Collectables, Ltd.",Motorcycles,46,SO-ab1c9d03,PL-4fe75e0d,PO-dfbc4158,TRUE,Shipped,In Transit,INV-e0776897,Paid,4600
5/13/2005,Euro Shopping Channel,Motorcycles,35,SO-7c6e4902,PL-550b6356,PO-065e1936,TRUE,Disputed,Not in Transit,INV-1958837b,Unpaid,3500
3/18/2003,"AV Stores, Co.",Classic Cars,29,SO-9ba7e9d9,PL-9ae3e548,PO-c21681dc,TRUE,Shipped,In Transit,INV-a43ac9ac,Paid,1721.73
5/20/2003,Atelier graphique,Classic Cars,50,SO-5d10d5a3,PL-3434f387,PO-ec9b231a,TRUE,Shipped,In Transit,INV-e0aa7749,Paid,2993.5
7/10/2003,Reims Collectables,Classic Cars,26,SO-2d9c7de9,PL-3258127a,PO-24bcbd62,TRUE,Shipped,In Transit,INV-4172d82c,Paid,1295.06
9/11/2003,"Anna's Decorations, Ltd",Classic Cars,47,SO-18214d2a,PL-395248e0,PO-30877891,TRUE,Shipped,In Transit,INV-e59a93e1,Paid,2671.95
10/17/2003,Heintze Collectables,Classic Cars,23,SO-f2cad45e,PL-bad94f47,PO-b4201402,TRUE,Shipped,In Transit,INV-dedec11c,Paid,1226.59
11/5/2003,Gift Depot Inc.,Classic Cars,34,SO-22d43895,PL-8a8cde73,PO-7a9c591c,TRUE,Shipped,In Transit,INV-ca58c6c2,Paid,1453.84
11/12/2003,Herkku Gifts,Classic Cars,34,SO-f112f2ef,PL-66265861,PO-2fe0d10a,TRUE,Shipped,In Transit,INV-3e3b4109,Paid,1830.22
11/20/2003,Online Diecast Creations Co.,Classic Cars,47,SO-09bd3500,PL-11077c82,PO-832e7a22,TRUE,Shipped,In Transit,INV-2bff6996,Paid,2530.01
12/2/2003,Muscle Machine Inc,Classic Cars,45,SO-bd213fb2,PL-12c8d6c6,PO-b5176137,TRUE,Shipped,In Transit,INV-c3d0dc43,Paid,2241.45
1/16/2004,Euro Shopping Channel,Classic Cars,45,SO-39b7363e,PL-d6c58aee,PO-d2337c1e,TRUE,Shipped,In Transit,INV-6baaadf6,Paid,2399.85
2/26/2004,Collectable Mini Designs Co.,Classic Cars,36,SO-2ad14344,PL-b1f16ed6,PO-4265eb2f,TRUE,Shipped,In Transit,INV-9d394061,Paid,1557.72
4/13/2004,Mini Caravy,Classic Cars,21,SO-ed4d28b6,PL-adce88db,PO-eb3e8fa2,TRUE,Shipped,In Transit,INV-86ca225f,Paid,845.25
7/6/2004,L'ordine Souveniers,Classic Cars,28,SO-f229981e,PL-9fa3e7b7,PO-f0e71da7,TRUE,Shipped,In Transit,INV-0f6a75df,Paid,1352.4
8/6/2004,Signal Gift Stores,Classic Cars,35,SO-6d3c4397,PL-caa19b60,PO-6fae7d7b,TRUE,Shipped,In Transit,INV-c6c73e91,Paid,1584.8
9/1/2004,Handji Gifts& Co,Classic Cars,50,SO-bd75259a,PL-978c0e02,PO-c8a86b9a,TRUE,Shipped,In Transit,INV-77af403c,Paid,2616
10/5/2003,"Norway Gifts By Mail, Co.",Classic Cars,22,SO-b774c26e,PL-45b8e1a4,PO-01139f8c,TRUE,Shipped,In Transit,INV-0b1ba5c4,Paid,1129.04
10/16/2004,Euro Shopping Channel,Classic Cars,45,SO-e166d248,PL-3df2cd7f,PO-6f48a937,TRUE,Shipped,In Transit,INV-ebafdd36,Paid,2218.5
11/4/2004,FunGiftIdeas.com,Classic Cars,48,SO-ee50cb6c,PL-b0f4cde8,PO-e02a677b,TRUE,Shipped,In Transit,INV-0ee08449,Paid,2028.48
11/17/2004,"AV Stores, Co.",Classic Cars,20,SO-c2c77980,PL-d6b93fea,PO-795419f3,TRUE,Shipped,In Transit,INV-c64f5a0d,Paid,1759.2
11/24/2004,Reims Collectables,Classic Cars,27,SO-788ba612,PL-db5e970e,PO-a5f7ad4e,TRUE,Shipped,In Transit,INV-5452c997,Paid,977.67
1/12/2005,Toys4GrownUps.com,Classic Cars,38,SO-74933cfe,PL-60ea0854,PO-eaa6d5e3,TRUE,Resolved,Delivered,INV-9513a796,Paid,1463
2/10/2005,Euro Shopping Channel,Classic Cars,32,SO-f33b902b,PL-b3fbe115,PO-5f80cbe6,TRUE,Shipped,In Transit,INV-8a04a8f6,Paid,3200
4/22/2005,The Sharp Gifts Warehouse,Classic Cars,64,SO-55cabd92,PL-85647ecf,PO-927da968,FALSE,On Hold,Not in Transit,INV-85fa5acd,Unpaid,2576
5/29/2005,Souveniers And Things Co.,Classic Cars,37,SO-e6445d52,PL-1812b19c,PO-594ffcd9,TRUE,In Process,Not in Transit,INV-665957e7,Unpaid,2233.69
2/17/2003,Rovelli Gifts,Planes,28,SO-0fdd83ad,PL-2d5ac802,PO-3708f12b,TRUE,Shipped,In Transit,INV-dcf7abda,Paid,2481.64
4/29/2003,"Australian Collectors, Co.",Planes,39,SO-2b1b4712,PL-89df7e2e,PO-6d790fc1,TRUE,Shipped,In Transit,INV-2af28b41,Paid,3900
6/27/2003,Euro Shopping Channel,Planes,41,SO-7366787e,PL-9d76ef7a,PO-90868fb1,TRUE,Shipped,In Transit,INV-eba9f601,Paid,3858.1
8/25/2003,Toys4GrownUps.com,Planes,40,SO-975e7386,PL-ad22559d,PO-194f064f,TRUE,Shipped,In Transit,INV-b5e27eb4,Paid,3501.6
10/28/2003,Technics Stores Inc.,Planes,49,SO-2bc3bf22,PL-38cffb5b,PO-c1ced319,TRUE,Shipped,In Transit,INV-3e03ca35,Paid,4900
1/12/2004,Osaka Souveniers Co.,Planes,27,SO-5f88834b,PL-a41230b0,PO-9dd3f55c,TRUE,Shipped,In Transit,INV-73458de7,Paid,2658.96
2/20/2004,"Australian Collectors, Co.",Planes,34,SO-e7938cb9,PL-04671577,PO-0293b480,TRUE,Shipped,In Transit,INV-639004b8,Paid,3400
4/2/2004,"Royal Canadian Collectables, Ltd.",Planes,23,SO-c3c222f1,PL-5113850c,PO-1a88d34e,TRUE,Shipped,In Transit,INV-6ea76246,Paid,2214.67
5/11/2004,The Sharp Gifts Warehouse,Planes,31,SO-84dd2fb7,PL-8e3cfae7,PO-40036c6d,TRUE,Shipped,In Transit,INV-0ecefc27,Paid,2747.53
6/24/2004,Euro Shopping Channel,Planes,34,SO-09a09fb2,PL-a16b365a,PO-3c13d366,TRUE,Cancelled,Not in Transit,INV-7267865c,Unpaid,3310.92
7/23/2004,La Rochelle Gifts,Planes,25,SO-298f14ce,PL-d11230a6,PO-8d2c82f4,TRUE,Shipped,In Transit,INV-da8c9864,Paid,2380
8/21/2004,"Norway Gifts By Mail, Co.",Planes,22,SO-4575cb16,PL-7cce55b5,PO-d512c77a,TRUE,Shipped,In Transit,INV-c2457c2d,Paid,2200
9/16/2004,"Clover Collections, Co.",Planes,32,SO-12f3be93,PL-8febea30,PO-31fe7834,TRUE,Shipped,In Transit,INV-c290f47d,Paid,3200
10/15/2004,Mini Classics,Planes,31,SO-4eb588a7,PL-e3ffc5e9,PO-82d0cb4b,TRUE,Shipped,In Transit,INV-b4de2d18,Paid,3100
11/1/2004,giftsbymail.co.uk,Planes,25,SO-30265e5d,PL-290e4a43,PO-c9d520c8,TRUE,Shipped,In Transit,INV-fc4e1253,Paid,2500
11/12/2004,Rovelli Gifts,Planes,47,SO-4a07e323,PL-03efdf1e,PO-f14cdec5,TRUE,Shipped,In Transit,INV-9313157a,Paid,4114.38
11/23/2004,"Tokyo Collectables, Ltd",Planes,21,SO-05a4943a,PL-c4300c8e,PO-4ba25878,TRUE,Shipped,In Transit,INV-535a6e83,Paid,1063.65
12/4/2004,Gift Ideas Corp.,Planes,28,SO-d9e3df7f,PL-a4cc261b,PO-a0d9e599,TRUE,Shipped,In Transit,INV-9abb6807,Paid,2008.44
2/2/2005,"Australian Gift Network, Co",Planes,46,SO-97ae1173,PL-5ee46026,PO-4f5c424d,TRUE,Shipped,In Transit,INV-9fd7fb8c,Paid,4328.6
3/1/2005,Euro Shopping Channel,Planes,33,SO-db439ccf,PL-4e9e3cc6,PO-744f5a8d,TRUE,Resolved,Delivered,INV-0362433f,Paid,1376.43
3/30/2005,Reims Collectables,Planes,43,SO-a824049d,PL-3b71ae60,PO-cb645ad2,TRUE,Shipped,In Transit,INV-3a41153f,Paid,4300
4/3/2005,Tekni Collectables Inc.,Planes,38,SO-61caa3bd,PL-acd4301a,PO-96cb776a,FALSE,On Hold,Not in Transit,INV-9010fa3e,Unpaid,3659.02
5/10/2005,L'ordine Souveniers,Planes,47,SO-96ce56d8,PL-d1f81a8c,PO-7ac9878f,TRUE,Shipped,In Transit,INV-62979568,Paid,4165.61
1/9/2003,"Blauer See Auto, Co.",Vintage Cars,45,SO-a9f9b537,PL-d9538505,PO-2304e607,TRUE,Shipped,In Transit,INV-dd763dcf,Paid,1404
3/18/2003,"AV Stores, Co.",Vintage Cars,20,SO-4659486f,PL-fc6f5f56,PO-b0465926,TRUE,Shipped,In Transit,INV-6c65d895,Paid,710.2
5/21/2003,Signal Gift Stores,Vintage Cars,45,SO-b0bd984a,PL-d8f6ed65,PO-e044458c,TRUE,Shipped,In Transit,INV-a22a4d24,Paid,1702.8
9/12/2003,Signal Collectibles Ltd.,Vintage Cars,36,SO-e01ea2b7,PL-cc2f50e1,PO-67fddc41,TRUE,Shipped,In Transit,INV-dc9b1c79,Paid,1194.84
10/18/2003,Corporate Gift Ideas Co.,Vintage Cars,37,SO-d2b5e380,PL-9bb5e603,PO-39754e4d,TRUE,Shipped,In Transit,INV-e8bee59b,Paid,1007.14
11/5/2003,Rovelli Gifts,Vintage Cars,31,SO-8e9b84d3,PL-6b0bf4cd,PO-16b55251,TRUE,Shipped,In Transit,INV-7ab3a05d,Paid,977.43
11/12/2003,Mini Gifts Distributors Ltd.,Vintage Cars,39,SO-3f09eadb,PL-776e0187,PO-be32730f,TRUE,Shipped,In Transit,INV-3c211798,Paid,1436.76
11/21/2003,"Australian Collectables, Ltd",Vintage Cars,26,SO-ddfdc141,PL-483f6abc,PO-eaf92336,TRUE,Shipped,In Transit,INV-a5cf6e74,Paid,759.46
12/3/2003,Euro Shopping Channel,Vintage Cars,32,SO-3a547bfd,PL-1a7bbd38,PO-5e9f55e1,TRUE,Shipped,In Transit,INV-ea096d26,Paid,1189.44
1/26/2004,"Corrida Auto Replicas, Ltd",Vintage Cars,20,SO-a0b3d126,PL-1db8baae,PO-130c2436,TRUE,Shipped,In Transit,INV-5bbf03df,Paid,683.8
3/2/2004,"Saveley & Henriot, Co.",Vintage Cars,42,SO-0297ae83,PL-6d1b186a,PO-ba6ba1d6,TRUE,Shipped,In Transit,INV-3e40e39d,Paid,1226.82
4/26/2004,Diecast Collectables,Vintage Cars,33,SO-4bf3df1a,PL-243a78d5,PO-30a1f850,TRUE,Shipped,In Transit,INV-009a5bda,Paid,974.82
8/17/2004,Amica Models & Co.,Vintage Cars,20,SO-8191d075,PL-5d214cdb,PO-65279d3c,TRUE,Shipped,In Transit,INV-99207930,Paid,577.6
9/1/2004,Handji Gifts& Co,Vintage Cars,29,SO-76feb725,PL-ed14f351,PO-ea2553fe,TRUE,Shipped,In Transit,INV-6204cc8a,Paid,1106.93
10/11/2004,Auto Assoc. & Cie.,Vintage Cars,23,SO-d31235a3,PL-6fbbdb99,PO-8ff193a7,TRUE,Shipped,In Transit,INV-90061455,Paid,694.6
10/21/2004,Mini Gifts Distributors Ltd.,Vintage Cars,39,SO-3c60c79d,PL-e17bd283,PO-2833b68c,TRUE,Shipped,In Transit,INV-c761088d,Paid,1152.06
11/4/2004,Online Diecast Creations Co.,Vintage Cars,20,SO-1d83b772,PL-4451d90e,PO-331f2dfb,TRUE,Shipped,In Transit,INV-fa2d6090,Paid,2000
11/17/2004,"AV Stores, Co.",Vintage Cars,45,SO-8acda070,PL-c8207500,PO-13c52619,TRUE,Shipped,In Transit,INV-f1278e2d,Paid,3685.95
11/25/2004,Marseille Mini Autos,Vintage Cars,20,SO-ffd631ce,PL-0345ba5a,PO-c4facb16,TRUE,Shipped,In Transit,INV-767d3136,Paid,703.6
12/9/2004,Lyon Souveniers,Vintage Cars,48,SO-62be9f0a,PL-329363fa,PO-72e9a077,TRUE,Shipped,In Transit,INV-8c7e7b45,Paid,4800
1/12/2005,Toys4GrownUps.com,Vintage Cars,23,SO-0c1f9ebe,PL-569f07f9,PO-9c701d42,TRUE,Resolved,Delivered,INV-9de95945,Paid,834.67
2/16/2005,Euro Shopping Channel,Vintage Cars,32,SO-bda40aa8,PL-0a2d9e5e,PO-1fbba35d,TRUE,Shipped,In Transit,INV-4370c7d6,Paid,2257.92
3/9/2005,"Anna's Decorations, Ltd",Vintage Cars,33,SO-ccc05eb6,PL-87e9c3d3,PO-36516501,TRUE,Shipped,In Transit,INV-da85f1db,Paid,3300
4/23/2005,Handji Gifts& Co,Vintage Cars,61,SO-3a495201,PL-cc914bfd,PO-3755419d,TRUE,Shipped,In Transit,INV-562f692f,Paid,1801.94
5/29/2005,Souveniers And Things Co.,Vintage Cars,45,SO-43ebe84b,PL-17a2ae5f,PO-1d9d96ba,TRUE,In Process,Not in Transit,INV-4cce94f6,Unpaid,1209.6
2/24/2003,Land of Toys Inc.,Motorcycles,38,SO-0fe981ad,PL-204e7359,PO-bf828e40,TRUE,Shipped,In Transit,INV-4d1a6744,Paid,3155.14
4/29/2003,"Australian Collectors, Co.",Motorcycles,34,SO-2a849be6,PL-2b1f7021,PO-d3c495d3,TRUE,Shipped,In Transit,INV-7248ad01,Paid,2848.86
7/1/2003,Lyon Souveniers,Motorcycles,43,SO-88548e73,PL-f3bcbee1,PO-bb4b0f26,TRUE,Shipped,In Transit,INV-69004a0c,Paid,3570.29
8/25/2003,Toys4GrownUps.com,Motorcycles,47,SO-32c39783,PL-d215bd20,PO-ad5ae153,TRUE,Shipped,In Transit,INV-1e035e3e,Paid,3902.41
10/10/2003,Baane Mini Imports,Motorcycles,22,SO-4378a42a,PL-056c88b4,PO-74bbe842,TRUE,Shipped,In Transit,INV-244190ba,Paid,1474.66
10/28/2003,Technics Stores Inc.,Motorcycles,29,SO-854b61fd,PL-924b5db6,PO-d257d81d,TRUE,Shipped,In Transit,INV-3c3117ae,Paid,2186.89
11/11/2003,Daedalus Designs Imports,Motorcycles,28,SO-0fbbb655,PL-05c65f31,PO-ac3b9d79,TRUE,Shipped,In Transit,INV-6ca3c36f,Paid,1919.4
11/18/2003,Herkku Gifts,Motorcycles,40,SO-aad5778a,PL-869bfabf,PO-ed45c0f6,TRUE,Shipped,In Transit,INV-7ee715b8,Paid,3656
12/1/2003,Mini Wheels Co.,Motorcycles,25,SO-20be84eb,PL-dcb2a832,PO-eaeb8f48,TRUE,Shipped,In Transit,INV-28b6d295,Paid,1847
1/12/2004,Osaka Souveniers Co.,Motorcycles,30,SO-784cb17b,PL-46b60e42,PO-a1444b6f,TRUE,Shipped,In Transit,INV-ea1bfea0,Paid,1851
2/20/2004,"Australian Collectors, Co.",Motorcycles,38,SO-9ae221d9,PL-5241c980,PO-50051341,TRUE,Shipped,In Transit,INV-c01b3f40,Paid,2633.78
4/3/2004,Motor Mint Distributors Inc.,Motorcycles,36,SO-b31bb4d7,PL-868952d1,PO-499186f9,TRUE,Shipped,In Transit,INV-59434490,Paid,3153.6
5/11/2004,The Sharp Gifts Warehouse,Motorcycles,32,SO-2cde5e8b,PL-e1da97f3,PO-296888b6,TRUE,Shipped,In Transit,INV-e924dc3d,Paid,2803.2
6/28/2004,Gift Depot Inc.,Motorcycles,37,SO-2e32229a,PL-397ed721,PO-2b4d5799,TRUE,Shipped,In Transit,INV-2c01c8d1,Paid,2311.02
7/23/2004,La Rochelle Gifts,Motorcycles,30,SO-9e29eb74,PL-7e47a016,PO-4050e486,TRUE,Shipped,In Transit,INV-19a041c9,Paid,2399.4
8/27/2004,Marta's Replicas Co.,Motorcycles,39,SO-b7b1278f,PL-b789ac24,PO-e6760288,TRUE,Shipped,In Transit,INV-7ed6d2cd,Paid,2733.12
9/16/2004,"Clover Collections, Co.",Motorcycles,32,SO-86ea2693,PL-151a98e3,PO-30858402,TRUE,Shipped,In Transit,INV-5dff73af,Paid,2096.32
10/15/2004,Mini Classics,Motorcycles,47,SO-87d40e03,PL-5025dce8,PO-b4d21545,TRUE,Shipped,In Transit,INV-9177faa2,Paid,2971.34
11/2/2004,Diecast Classics Inc.,Motorcycles,26,SO-d82ac5f6,PL-f13c665a,PO-aaccc6bd,TRUE,Shipped,In Transit,INV-163a1894,Paid,2257.58
11/15/2004,Land of Toys Inc.,Motorcycles,37,SO-39d91983,PL-05edb707,PO-0d38461b,TRUE,Shipped,In Transit,INV-3439417b,Paid,3493.91
11/24/2004,Enaco Distributors,Motorcycles,55,SO-5c2575e3,PL-b3ee4c54,PO-b436a606,TRUE,Shipped,In Transit,INV-f1eaf725,Paid,4398.9
1/6/2005,Suominen Souveniers,Motorcycles,21,SO-01133be6,PL-63e2f6f6,PO-af667042,TRUE,Shipped,In Transit,INV-861d857b,Paid,2100
2/3/2005,La Rochelle Gifts,Motorcycles,23,SO-fdd8d3ce,PL-18083c2b,PO-50e4208c,TRUE,Shipped,In Transit,INV-401a10e4,Paid,2300
3/3/2005,Scandinavian Gift Ideas,Motorcycles,49,SO-980afdb4,PL-e9def80e,PO-d0ad2791,TRUE,Shipped,In Transit,INV-e076fb91,Paid,3988.6
4/7/2005,Auto Canal Petit,Motorcycles,59,SO-b070b5d7,PL-738d3d21,PO-d7c5f026,TRUE,Shipped,In Transit,INV-2958de91,Paid,5168.4
5/10/2005,L'ordine Souveniers,Motorcycles,32,SO-3031cc6d,PL-3a9e9e67,PO-aaf22e6e,TRUE,Shipped,In Transit,INV-b0f0a820,Paid,2803.2
2/11/2003,Danish Wholesale Imports,Ships,43,SO-468c4595,PL-d3082f64,PO-d9c8b89b,TRUE,Shipped,In Transit,INV-04248bb2,Paid,4300
4/16/2003,"Dragon Souveniers, Ltd.",Ships,41,SO-1f341f06,PL-18e6a8ff,PO-282f90ef,TRUE,Shipped,In Transit,INV-357c4c4b,Paid,4100
6/12/2003,"Stylish Desk Decors, Co.",Ships,45,SO-4fa6a731,PL-16f7222d,PO-b5237a5c,TRUE,Shipped,In Transit,INV-48284001,Paid,4500
8/8/2003,Mini Gifts Distributors Ltd.,Ships,33,SO-af338c44,PL-632c3f60,PO-e23a8969,TRUE,Shipped,In Transit,INV-6ffd3e9c,Paid,3300
9/28/2003,Euro Shopping Channel,Ships,40,SO-1c7f0d03,PL-93b3b30f,PO-333e7813,TRUE,Shipped,In Transit,INV-c3a5a483,Paid,4000
10/23/2003,Scandinavian Gift Ideas,Ships,33,SO-38c2c9bb,PL-4a1bf165,PO-99135d2b,TRUE,Cancelled,Not in Transit,INV-a9daae7b,Unpaid,3300
11/7/2003,CAF Imports,Ships,50,SO-e051e58f,PL-1b630b87,PO-eb690228,TRUE,Shipped,In Transit,INV-b6c377f5,Paid,5000
11/14/2003,Mini Creations Ltd.,Ships,30,SO-324f38e0,PL-66cdc79b,PO-59bc1df3,TRUE,Shipped,In Transit,INV-0c6c6a1b,Paid,3000
11/26/2003,Enaco Distributors,Ships,41,SO-2414c208,PL-e3ce0da1,PO-33a28695,TRUE,Shipped,In Transit,INV-93c76e1a,Paid,4100
1/2/2004,"Saveley & Henriot, Co.",Ships,35,SO-8458102e,PL-886fede2,PO-2aa58192,TRUE,Shipped,In Transit,INV-4a72544f,Paid,3500
2/18/2004,Petit Auto,Ships,49,SO-c6a33904,PL-85b7534f,PO-6356b41a,TRUE,Shipped,In Transit,INV-e7005362,Paid,4900
3/20/2004,giftsbymail.co.uk,Ships,46,SO-77174bb2,PL-3e2ab13c,PO-158158a5,TRUE,Shipped,In Transit,INV-9a11df71,Paid,4600
5/7/2004,Land of Toys Inc.,Ships,48,SO-9e069769,PL-c80b4db7,PO-2a973338,TRUE,Cancelled,Not in Transit,INV-8d4dee8f,Unpaid,4800
6/17/2004,Quebec Home Shopping Network,Ships,36,SO-60253ebc,PL-6c74debe,PO-c67919ce,TRUE,Shipped,In Transit,INV-ac6b8f2a,Paid,3600
7/21/2004,Petit Auto,Ships,22,SO-8110e2ee,PL-5538d955,PO-e583c503,TRUE,Shipped,In Transit,INV-5f369015,Paid,2200
8/20/2004,"Royal Canadian Collectables, Ltd.",Ships,42,SO-ed60a387,PL-a13ae5bf,PO-6cd680a3,TRUE,Shipped,In Transit,INV-4e47e804,Paid,4200
9/9/2004,Amica Models & Co.,Ships,21,SO-f363256e,PL-85ec69a9,PO-80aa8174,TRUE,Shipped,In Transit,INV-10da54b9,Paid,2100
10/14/2004,"AV Stores, Co.",Ships,29,SO-5934cb30,PL-e7852775,PO-e85fe087,TRUE,Shipped,In Transit,INV-81683eaa,Paid,2900
10/29/2004,La Rochelle Gifts,Ships,35,SO-c54b207f,PL-24759124,PO-ae94e2ea,TRUE,Shipped,In Transit,INV-4c4d545e,Paid,3500
11/9/2004,"Volvo Model Replicas, Co",Ships,41,SO-b8755c57,PL-23d5624b,PO-8a21f72d,TRUE,Shipped,In Transit,INV-7224c146,Paid,4100
11/21/2004,Classic Legends Inc.,Ships,29,SO-3f6aee6d,PL-7db1d107,PO-6d5209f4,TRUE,Shipped,In Transit,INV-15f46192,Paid,2087.13
12/2/2004,Euro Shopping Channel,Ships,34,SO-ed8affc3,PL-10e21d40,PO-fdbe382a,TRUE,Shipped,In Transit,INV-4c2c2b5b,Paid,1711.22
1/26/2005,"Tokyo Collectables, Ltd",Ships,37,SO-892d88b1,PL-f6ed711f,PO-bde3434b,TRUE,Shipped,In Transit,INV-c7078c9c,Paid,3700
2/23/2005,Corporate Gift Ideas Co.,Ships,28,SO-55fac8ec,PL-c59705d8,PO-b943340a,TRUE,Shipped,In Transit,INV-3120bc46,Paid,2255.12
3/23/2005,Mini Gifts Distributors Ltd.,Ships,49,SO-3ffe3fd7,PL-d542a641,PO-1f544be6,TRUE,Shipped,In Transit,INV-96839e59,Paid,4900
5/6/2005,Gifts4AllAges.com,Ships,23,SO-acc67fe1,PL-87d8d761,PO-00dbbe0d,FALSE,On Hold,Not in Transit,INV-d94a1f81,Unpaid,2300
1/9/2003,"Blauer See Auto, Co.",Vintage Cars,46,SO-8deae389,PL-0d2b69d3,PO-81ac9efb,TRUE,Shipped,In Transit,INV-dd992db3,Paid,2472.96
3/18/2003,"AV Stores, Co.",Vintage Cars,39,SO-3410afba,PL-9ca885f1,PO-bb9d34fa,TRUE,Shipped,In Transit,INV-c726592f,Paid,1729.65
5/21/2003,Signal Gift Stores,Vintage Cars,22,SO-3cbc482e,PL-e821bc16,PO-3c7fce04,TRUE,Shipped,In Transit,INV-e62b6aa4,Paid,995.5
9/12/2003,Signal Collectibles Ltd.,Vintage Cars,49,SO-da451c2a,PL-04074517,PO-c879b82b,TRUE,Shipped,In Transit,INV-af141672,Paid,2414.72
10/18/2003,Corporate Gift Ideas Co.,Vintage Cars,43,SO-ab6dc9fe,PL-fec23120,PO-951e20be,TRUE,Shipped,In Transit,INV-ff3b619a,Paid,1560.47
11/5/2003,Rovelli Gifts,Vintage Cars,27,SO-5f7b9f36,PL-b4cdb3d7,PO-1676c752,TRUE,Shipped,In Transit,INV-b0fcb6fe,Paid,1112.94
11/12/2003,Mini Gifts Distributors Ltd.,Vintage Cars,31,SO-8183f33d,PL-247d701b,PO-1422513f,TRUE,Shipped,In Transit,INV-3597f237,Paid,1138.94
11/21/2003,"Australian Collectables, Ltd",Vintage Cars,20,SO-d8e2e0c6,PL-a81c36e1,PO-9b1c8d5b,TRUE,Shipped,In Transit,INV-038b2d5d,Paid,1012.4
12/3/2003,Euro Shopping Channel,Vintage Cars,24,SO-78d3cb65,PL-f511e1ac,PO-cd34504b,TRUE,Shipped,In Transit,INV-d80d7999,Paid,913.92
1/26/2004,"Corrida Auto Replicas, Ltd",Vintage Cars,49,SO-1df87890,PL-40f2ee4b,PO-1c8d6cb3,TRUE,Shipped,In Transit,INV-f1f3d26a,Paid,2349.06
3/2/2004,"Saveley & Henriot, Co.",Vintage Cars,24,SO-1f6fde40,PL-8e00c357,PO-4399dcd4,TRUE,Shipped,In Transit,INV-15a0a680,Paid,1161.12
4/29/2004,Euro Shopping Channel,Vintage Cars,39,SO-e24d3f59,PL-bcce0f62,PO-9e99306e,TRUE,Shipped,In Transit,INV-ac511422,Paid,1764.75
6/4/2004,Mini Caravy,Vintage Cars,37,SO-a3169e06,PL-9bd999f8,PO-46a44a8b,TRUE,Shipped,In Transit,INV-349b3a5f,Paid,1690.9
8/17/2004,Amica Models & Co.,Vintage Cars,45,SO-91d4798e,PL-1c62a14d,PO-0df3f114,TRUE,Shipped,In Transit,INV-f3910c17,Paid,2137.05
9/3/2004,Herkku Gifts,Vintage Cars,45,SO-bb025468,PL-d0313c73,PO-5a56de58,TRUE,Shipped,In Transit,INV-01e06a68,Paid,2177.1
10/11/2004,Auto Assoc. & Cie.,Vintage Cars,44,SO-9ada8dc6,PL-cfd4bf7f,PO-b58cff1f,TRUE,Shipped,In Transit,INV-397e7f04,Paid,1734.48
10/21/2004,Mini Gifts Distributors Ltd.,Vintage Cars,23,SO-2c181b6c,PL-0869e5c7,PO-e22cf04d,TRUE,Shipped,In Transit,INV-9b895c0d,Paid,865.49
11/4/2004,Online Diecast Creations Co.,Vintage Cars,30,SO-36954087,PL-3939d0d7,PO-43a0fb03,TRUE,Shipped,In Transit,INV-0ad2c3b9,Paid,3000
11/17/2004,"AV Stores, Co.",Vintage Cars,26,SO-c97985cf,PL-d8722559,PO-865f856c,TRUE,Shipped,In Transit,INV-6fbb30e4,Paid,2223.52
11/25/2004,Atelier graphique,Vintage Cars,43,SO-c2228184,PL-4b269f85,PO-a0bc0d7d,TRUE,Shipped,In Transit,INV-2c4049be,Paid,2311.68
12/9/2004,Lyon Souveniers,Vintage Cars,26,SO-cce85727,PL-1397c331,PO-637d2721,TRUE,Shipped,In Transit,INV-bdc1b36d,Paid,828.36
1/12/2005,Toys4GrownUps.com,Vintage Cars,28,SO-dac7f463,PL-f497ab4f,PO-21eb5816,TRUE,Resolved,Delivered,INV-304b0f78,Paid,856.52
2/16/2005,Euro Shopping Channel,Vintage Cars,27,SO-65931f4d,PL-ad50520a,PO-88bb28ec,TRUE,Shipped,In Transit,INV-8bbe56e5,Paid,1845.45
3/9/2005,"Anna's Decorations, Ltd",Vintage Cars,24,SO-7bb01609,PL-959533d2,PO-e9423018,TRUE,Shipped,In Transit,INV-d583ff2a,Paid,2400
5/29/2005,Mini Gifts Distributors Ltd.,Vintage Cars,40,SO-f3488abe,PL-c7a9b7a3,PO-a1caf835,TRUE,In Process,Not in Transit,INV-d1fe8aea,Unpaid,1828
1/29/2003,Baane Mini Imports,Trucks and Buses,36,SO-f556ae1d,PL-6edd2a68,PO-c2a04955,TRUE,Shipped,In Transit,INV-fbcc6cca,Paid,3600
4/1/2003,"La Corne D'abondance, Co.",Trucks and Buses,21,SO-f59ab10c,PL-41251760,PO-b8ea27d7,TRUE,Shipped,In Transit,INV-d704c781,Paid,2100
5/28/2003,"Corrida Auto Replicas, Ltd",Trucks and Buses,27,SO-af7e08be,PL-7db3bab6,PO-ee5baff9,TRUE,Shipped,In Transit,INV-cb7efb9d,Paid,2700
7/24/2003,Technics Stores Inc.,Trucks and Buses,47,SO-14b9d397,PL-77085c9b,PO-10ed1483,TRUE,Shipped,In Transit,INV-ef2e7692,Paid,4700
